"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка получения авто","718","Проверка получения авто","Surefire suite","Mon Aug 18 18:40:19 UTC 2025","passed","Mon Aug 18 18:40:20 UTC 2025","tests.api.CarTest","Surefire test","tests.api.CarTest","readCar"
"Проверка удаления авто","715","Проверка удаления авто","Surefire suite","Mon Aug 18 18:40:22 UTC 2025","passed","Mon Aug 18 18:40:22 UTC 2025","tests.api.CarTest","Surefire test","tests.api.CarTest","deleteCar"
"Проверка получения токена для авторизации","400","Проверка получения токена для авторизации","Surefire suite","Mon Aug 18 18:40:18 UTC 2025","passed","Mon Aug 18 18:40:18 UTC 2025","tests.api.AuthorizationTest","Surefire test","tests.api.AuthorizationTest","authorization"
"Проверка сообщения, что дом не создан","3076","Негативный тест. Проверка сообщения, что дом не создан","Surefire suite","Mon Aug 18 18:40:49 UTC 2025","broken","Mon Aug 18 18:40:52 UTC 2025","tests.ui.HouseTest","Surefire test","tests.ui.HouseTest","createHouseNotAllFieldCheck"
"Проверка, что созданный дом находится в таблице","3098","Проверка, что созданный дом находится в таблице","Surefire suite","Mon Aug 18 18:40:56 UTC 2025","broken","Mon Aug 18 18:40:59 UTC 2025","tests.ui.HouseTest","Surefire test","tests.ui.HouseTest","checkIdHouseInTable"
"Проверка авто в БД","1771","Проверка создания авто","Surefire suite","Mon Aug 18 18:40:27 UTC 2025","passed","Mon Aug 18 18:40:29 UTC 2025","tests.jdbc.CarTest","Surefire test","tests.jdbc.CarTest","checkCreateCarInDateBase"
"Проверка сообщения, что дом создан","3084","Позитивный тест Проверка сообщения, что дом создан","Surefire suite","Mon Aug 18 18:40:45 UTC 2025","broken","Mon Aug 18 18:40:48 UTC 2025","tests.ui.HouseTest","Surefire test","tests.ui.HouseTest","createHouse"
"Проверка, что пользователь может войти в систему, когда вводит валидные данные","2655","Проверка, что пользователь может войти в систему, когда вводит валидные данные","Surefire suite","Mon Aug 18 18:40:36 UTC 2025","passed","Mon Aug 18 18:40:39 UTC 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkLogin"
"Проверка изменения авто авто","789","Проверка изменения авто","Surefire suite","Mon Aug 18 18:40:21 UTC 2025","passed","Mon Aug 18 18:40:21 UTC 2025","tests.api.CarTest","Surefire test","tests.api.CarTest","updateCar"
"Проверка удаления дома","3105","Проверка удаления дома","Surefire suite","Mon Aug 18 18:40:52 UTC 2025","broken","Mon Aug 18 18:40:55 UTC 2025","tests.ui.HouseTest","Surefire test","tests.ui.HouseTest","deleteHouse"
"Проверка, что созданный авто находится в таблице","3040","Проверка, что созданный авто находится в таблице","Surefire suite","Mon Aug 18 18:41:20 UTC 2025","broken","Mon Aug 18 18:41:23 UTC 2025","tests.ui.CarTest","Surefire test","tests.ui.CarTest","checkIdCarInTable"
"Проверка удаления авто","3206","Проверка удаления авто","Surefire suite","Mon Aug 18 18:41:17 UTC 2025","broken","Mon Aug 18 18:41:20 UTC 2025","tests.ui.CarTest","Surefire test","tests.ui.CarTest","deleteCar"
"Проверка пользователя в БД","1778","Проверка записи в БД при создании пользователя","Surefire suite","Mon Aug 18 18:40:25 UTC 2025","passed","Mon Aug 18 18:40:27 UTC 2025","tests.jdbc.UserTest","Surefire test","tests.jdbc.UserTest","checkCreateUserInDateBase"
