"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка пользователя в БД","1918","Проверка записи в БД при создании пользователя","DiplomaTeam2 RegressionTest","Tue Aug 19 08:46:05 UTC 2025","passed","Tue Aug 19 08:46:07 UTC 2025","tests.jdbc.UserTest","JDBC Tests","tests.jdbc.UserTest","checkCreateUserInDateBase"
"Проверка сообщения, что авто не создан","2883","Негативный тест. Проверка сообщения, что авто не создан","DiplomaTeam2 RegressionTest","Tue Aug 19 08:48:03 UTC 2025","passed","Tue Aug 19 08:48:06 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","createCarNotAllFieldCheck"
"Проверка удаления дома","2863","Проверка удаления дома","DiplomaTeam2 RegressionTest","Tue Aug 19 08:48:41 UTC 2025","broken","Tue Aug 19 08:48:44 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","deleteHouse"
"Проверка, что пользователь не может войти в систему с некорректным паролем","2407","Проверка, что пользователь не может войти в систему с некорректным паролем","DiplomaTeam2 RegressionTest","Tue Aug 19 08:46:03 UTC 2025","passed","Tue Aug 19 08:46:05 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkPasswordField"
"Проверка получения авто","663","Проверка получения авто","DiplomaTeam2 RegressionTest","Tue Aug 19 08:45:58 UTC 2025","passed","Tue Aug 19 08:45:59 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","readCar"
"Проверка, что пользователь может войти в систему, когда вводит валидные данные","2393","Проверка, что пользователь может войти в систему, когда вводит валидные данные","DiplomaTeam2 RegressionTest","Tue Aug 19 08:45:57 UTC 2025","passed","Tue Aug 19 08:46:00 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLogin"
"Проверка создания дома","1644","Проверка создания дома","DiplomaTeam2 RegressionTest","Tue Aug 19 08:46:09 UTC 2025","passed","Tue Aug 19 08:46:11 UTC 2025","tests.jdbc.HouseTest","JDBC Tests","tests.jdbc.HouseTest","checkCreateHouseInDateBase"
"Проверка создания авто","693","Проверка создания авто","DiplomaTeam2 RegressionTest","Tue Aug 19 08:45:56 UTC 2025","passed","Tue Aug 19 08:45:57 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","createCar"
"Проверка получения пользователя","295","getUser","DiplomaTeam2 RegressionTest","Tue Aug 19 08:45:56 UTC 2025","passed","Tue Aug 19 08:45:56 UTC 2025","tests.api.GetUserTest","API Tests","tests.api.GetUserTest","getUser"
"Проверка, что созданный авто находится в таблице","2845","Проверка, что созданный авто находится в таблице","DiplomaTeam2 RegressionTest","Tue Aug 19 08:48:54 UTC 2025","broken","Tue Aug 19 08:48:57 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","checkIdCarInTable"
"Проверка, что созданный пользователь находится в таблице","2881","checkIfUserIsInTable","DiplomaTeam2 RegressionTest","Tue Aug 19 08:47:10 UTC 2025","broken","Tue Aug 19 08:47:12 UTC 2025","tests.ui.ReadAllUsersTest","UI Tests","tests.ui.ReadAllUsersTest","checkIfUserIsInTable"
"Проверка, что созданный дом находится в таблице","2865","Проверка, что созданный дом находится в таблице","DiplomaTeam2 RegressionTest","Tue Aug 19 08:49:07 UTC 2025","broken","Tue Aug 19 08:49:10 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkIdHouseInTable"
