"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка, что созданный пользователь находится в таблице","2871","Проверка, что созданный пользователь находится в таблице","DiplomaTeam2 RegressionTest","Wed Aug 20 05:57:32 UTC 2025","broken","Wed Aug 20 05:57:35 UTC 2025","tests.ui.ReadAllUsersTest","UI Tests","tests.ui.ReadAllUsersTest","checkIfUserIsInTable"
"Проверка удаления пользователя код 204 и отсутствие в таблице","2943","Проверка удаления пользователя код 204 и отсутствие в таблице","DiplomaTeam2 RegressionTest","Wed Aug 20 05:56:53 UTC 2025","broken","Wed Aug 20 05:56:56 UTC 2025","tests.ui.AllDeleteUserTest","UI Tests","tests.ui.AllDeleteUserTest","checkStatusCode204"
"Проверка статус-кода при успешном выселении пользователя","3965","Проверка на выселения пользователя в дом","DiplomaTeam2 RegressionTest","Wed Aug 20 06:00:17 UTC 2025","broken","Wed Aug 20 06:00:21 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkStatusIfUserSEvictInHouse"
"Проверка удаления дома","671","Проверка удаления дома","DiplomaTeam2 RegressionTest","Wed Aug 20 05:56:27 UTC 2025","passed","Wed Aug 20 05:56:28 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","deleteHouse"
"Проверка, что пользователь не может войти в систему с некорректным паролем","2388","Проверка, что пользователь не может войти в систему с некорректным паролем","DiplomaTeam2 RegressionTest","Wed Aug 20 05:56:25 UTC 2025","passed","Wed Aug 20 05:56:28 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkPasswordField"
"Проверка авто в БД","1936","Проверка создания авто","DiplomaTeam2 RegressionTest","Wed Aug 20 05:56:28 UTC 2025","passed","Wed Aug 20 05:56:30 UTC 2025","tests.jdbc.CarTest","JDBC Tests","tests.jdbc.CarTest","checkCreateCarInDateBase"
"Проверка, что пользователь не может войти в магазин, когда вводит невалидные данные","2455","Проверка, что пользователь не может войти в систему, когда вводит невалидные данные","DiplomaTeam2 RegressionTest","Wed Aug 20 05:56:22 UTC 2025","passed","Wed Aug 20 05:56:25 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLoginWithNegativeValue"
"Проверка изменения авто дома","680","Проверка изменения дома","DiplomaTeam2 RegressionTest","Wed Aug 20 05:56:25 UTC 2025","passed","Wed Aug 20 05:56:26 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","updateHouse"
"Проверка удаления авто","661","Проверка удаления авто","DiplomaTeam2 RegressionTest","Wed Aug 20 05:56:26 UTC 2025","passed","Wed Aug 20 05:56:27 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","deleteCar"
"Проверка сообщения, что авто не создан","2867","Негативный тест. Проверка сообщения, что авто не создан","DiplomaTeam2 RegressionTest","Wed Aug 20 05:58:31 UTC 2025","failed","Wed Aug 20 05:58:34 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","createCarNotAllFieldCheck"
"Проверка получения дома","681","Проверка получения дома","DiplomaTeam2 RegressionTest","Wed Aug 20 05:56:23 UTC 2025","passed","Wed Aug 20 05:56:24 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","readHouse"
"Проверка пользователя в БД","1632","Проверка записи в БД при создании пользователя","DiplomaTeam2 RegressionTest","Wed Aug 20 05:56:31 UTC 2025","passed","Wed Aug 20 05:56:32 UTC 2025","tests.jdbc.UserTest","JDBC Tests","tests.jdbc.UserTest","checkCreateUserInDateBase"
"Проверка получения пользователя","315","Проверка получения пользователя","DiplomaTeam2 RegressionTest","Wed Aug 20 05:56:19 UTC 2025","passed","Wed Aug 20 05:56:19 UTC 2025","tests.api.GetUserTest","API Tests","tests.api.GetUserTest","getUser"
"Проверка получения токена для авторизации","396","Проверка получения токена для авторизации","DiplomaTeam2 RegressionTest","Wed Aug 20 05:56:16 UTC 2025","passed","Wed Aug 20 05:56:17 UTC 2025","tests.api.AuthorizationTest","API Tests","tests.api.AuthorizationTest","authorization"
"Поиск пользователя в таблице Read one by ID после выселения","2852","Проверка привязки пользователя к дому после выселения","DiplomaTeam2 RegressionTest","Wed Aug 20 06:00:31 UTC 2025","broken","Wed Aug 20 06:00:33 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkUserIdInTableReadOneByIdIsEmpty"
"Проверка создания пользователя статус кода 201","2874","Проверка создания пользователя статус кода 201","DiplomaTeam2 RegressionTest","Wed Aug 20 05:57:19 UTC 2025","broken","Wed Aug 20 05:57:22 UTC 2025","tests.ui.CreateUserTest","UI Tests","tests.ui.CreateUserTest","checkStatusCode201"
"Проверка, что пользователь не может войти в систему с некорректным email","2627","Проверка, что пользователь не может войти в систему с некорректным email","DiplomaTeam2 RegressionTest","Wed Aug 20 05:56:16 UTC 2025","passed","Wed Aug 20 05:56:19 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkEmailField"
"Поиск пользователя в таблице Read one by ID","2845","Проверка привязки пользователя к дому после заселения","DiplomaTeam2 RegressionTest","Wed Aug 20 06:00:44 UTC 2025","broken","Wed Aug 20 06:00:46 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkUserIDInTableReadOneById"
"Проверка, что авто у пользователя удален","2842","Позитивный тест Продажа авто","DiplomaTeam2 RegressionTest","Wed Aug 20 05:59:51 UTC 2025","broken","Wed Aug 20 05:59:53 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","checkSellCarInReadUser"
"Проверка создания дома","1634","Проверка создания дома","DiplomaTeam2 RegressionTest","Wed Aug 20 05:56:33 UTC 2025","passed","Wed Aug 20 05:56:34 UTC 2025","tests.jdbc.HouseTest","JDBC Tests","tests.jdbc.HouseTest","checkCreateHouseInDateBase"
"Проверка, что созданный дом находится в таблице","2864","Проверка, что созданный дом находится в таблице","DiplomaTeam2 RegressionTest","Wed Aug 20 05:59:10 UTC 2025","broken","Wed Aug 20 05:59:13 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkIdHouseInTable"
"Проверка сообщения, что дом создан","2835","Позитивный тест Проверка сообщения, что дом создан","DiplomaTeam2 RegressionTest","Wed Aug 20 05:58:18 UTC 2025","broken","Wed Aug 20 05:58:21 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouse"
"Проверка добавления денег пользователю","696","Проверка добавления денег пользователю","DiplomaTeam2 RegressionTest","Wed Aug 20 05:56:17 UTC 2025","passed","Wed Aug 20 05:56:18 UTC 2025","tests.api.AddMoneyUserTest","API Tests","tests.api.AddMoneyUserTest","addMoneyUser"
"Создание пользователя API","666","Проверка создания пользователя","DiplomaTeam2 RegressionTest","Wed Aug 20 05:56:18 UTC 2025","passed","Wed Aug 20 05:56:19 UTC 2025","tests.api.CreateUserTest","API Tests","tests.api.CreateUserTest","createUser"
"Проверка создания авто","691","Проверка создания авто","DiplomaTeam2 RegressionTest","Wed Aug 20 05:56:20 UTC 2025","passed","Wed Aug 20 05:56:20 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","createCar"
"Проверка статус-кода при успешном заселения пользователя","2853","Проверка на заселение пользователя в дом","DiplomaTeam2 RegressionTest","Wed Aug 20 06:00:04 UTC 2025","broken","Wed Aug 20 06:00:06 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkStatusIfUserSettleInHouse"
"Проверка создания дома","711","Проверка создания дома","DiplomaTeam2 RegressionTest","Wed Aug 20 05:56:21 UTC 2025","passed","Wed Aug 20 05:56:21 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","createHouse"
"Проверка добавление денег пользователю","2915","Проверка добавление денег пользователю","DiplomaTeam2 RegressionTest","Wed Aug 20 05:56:39 UTC 2025","broken","Wed Aug 20 05:56:42 UTC 2025","tests.ui.AddMoneyUserTest","UI Tests","tests.ui.AddMoneyUserTest","checkAddNewMoneyByUser"
"Проверка, что пользователь может купить авто","2868","Проверка, что пользователь может купить авто","DiplomaTeam2 RegressionTest","Wed Aug 20 05:57:06 UTC 2025","broken","Wed Aug 20 05:57:09 UTC 2025","tests.ui.BuyCarTest","UI Tests","tests.ui.BuyCarTest","checkUserWithCar"
"Проверка, что пользователь может войти в систему, когда вводит валидные данные","2408","Проверка, что пользователь может войти в систему, когда вводит валидные данные","DiplomaTeam2 RegressionTest","Wed Aug 20 05:56:19 UTC 2025","passed","Wed Aug 20 05:56:22 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLogin"
"Проверка удаления авто","2845","Проверка удаления авто","DiplomaTeam2 RegressionTest","Wed Aug 20 05:59:23 UTC 2025","broken","Wed Aug 20 05:59:26 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","deleteCar"
"Проверка получения авто","667","Проверка получения авто","DiplomaTeam2 RegressionTest","Wed Aug 20 05:56:22 UTC 2025","passed","Wed Aug 20 05:56:22 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","readCar"
"Проверка изменения авто авто","756","Проверка изменения авто","DiplomaTeam2 RegressionTest","Wed Aug 20 05:56:24 UTC 2025","passed","Wed Aug 20 05:56:25 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","updateCar"
"Проверка сообщения, что дом не создан","2863","Негативный тест. Проверка сообщения, что дом не создан","DiplomaTeam2 RegressionTest","Wed Aug 20 05:58:44 UTC 2025","broken","Wed Aug 20 05:58:47 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouseNotAllFieldCheck"
"Проверка сообщения, что авто создан","2831","Позитивный тест Проверка сообщения, что авто создан","DiplomaTeam2 RegressionTest","Wed Aug 20 05:58:05 UTC 2025","broken","Wed Aug 20 05:58:08 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","createCar"
"Проверка, что созданный авто находится в таблице","2839","Проверка, что созданный авто находится в таблице","DiplomaTeam2 RegressionTest","Wed Aug 20 05:58:57 UTC 2025","broken","Wed Aug 20 05:59:00 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","checkIdCarInTable"
"Проверка удаления дома","2886","Проверка удаления дома","DiplomaTeam2 RegressionTest","Wed Aug 20 05:59:38 UTC 2025","broken","Wed Aug 20 05:59:41 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","deleteHouse"
