"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка удаления дома","598","Проверка удаления дома","DiplomaTeam2 RegressionTest","Tue Aug 19 20:39:01 UTC 2025","passed","Tue Aug 19 20:39:01 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","deleteHouse"
"Проверка, что созданный дом находится в таблице","2645","Проверка, что созданный дом находится в таблице","DiplomaTeam2 RegressionTest","Tue Aug 19 20:43:18 UTC 2025","broken","Tue Aug 19 20:43:20 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkIdHouseInTable"
"Проверка создания дома","633","Проверка создания дома","DiplomaTeam2 RegressionTest","Tue Aug 19 20:38:54 UTC 2025","passed","Tue Aug 19 20:38:55 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","createHouse"
"Проверка удаления дома","2640","Проверка удаления дома","DiplomaTeam2 RegressionTest","Tue Aug 19 20:44:43 UTC 2025","broken","Tue Aug 19 20:44:46 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","deleteHouse"
"Проверка изменения авто дома","613","Проверка изменения дома","DiplomaTeam2 RegressionTest","Tue Aug 19 20:38:59 UTC 2025","passed","Tue Aug 19 20:38:59 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","updateHouse"
"Проверка изменения авто авто","673","Проверка изменения авто","DiplomaTeam2 RegressionTest","Tue Aug 19 20:38:57 UTC 2025","passed","Tue Aug 19 20:38:58 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","updateCar"
"Проверка, что пользователь может войти в систему, когда вводит валидные данные","2317","Проверка, что пользователь может войти в систему, когда вводит валидные данные","DiplomaTeam2 RegressionTest","Tue Aug 19 20:38:53 UTC 2025","passed","Tue Aug 19 20:38:55 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLogin"
"Проверка пользователя в БД","1482","Проверка записи в БД при создании пользователя","DiplomaTeam2 RegressionTest","Tue Aug 19 20:39:04 UTC 2025","passed","Tue Aug 19 20:39:05 UTC 2025","tests.jdbc.UserTest","JDBC Tests","tests.jdbc.UserTest","checkCreateUserInDateBase"
"Проверка удаления авто","23144","Проверка удаления авто","DiplomaTeam2 RegressionTest","Tue Aug 19 20:44:11 UTC 2025","broken","Tue Aug 19 20:44:34 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","deleteCar"
"Проверка, что пользователь не может войти в магазин, когда вводит невалидные данные","2297","Проверка, что пользователь не может войти в систему, когда вводит невалидные данные","DiplomaTeam2 RegressionTest","Tue Aug 19 20:38:56 UTC 2025","passed","Tue Aug 19 20:38:58 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLoginWithNegativeValue"
