"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка создания пользователя статус кода 201","2842","checkStatusCode201","DiplomaTeam2 RegressionTest","Tue Aug 19 16:50:13 UTC 2025","broken","Tue Aug 19 16:50:16 UTC 2025","tests.ui.CreateUserTest","UI Tests","tests.ui.CreateUserTest","checkStatusCode201"
"Проверка сообщения, что дом создан","2848","Позитивный тест Проверка сообщения, что дом создан","DiplomaTeam2 RegressionTest","Tue Aug 19 16:50:53 UTC 2025","broken","Tue Aug 19 16:50:56 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouse"
"Проверка изменения авто авто","749","Проверка изменения авто","DiplomaTeam2 RegressionTest","Tue Aug 19 16:49:17 UTC 2025","passed","Tue Aug 19 16:49:18 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","updateCar"
"Проверка, что пользователь не может войти в магазин, когда вводит невалидные данные","2415","Проверка, что пользователь не может войти в систему, когда вводит невалидные данные","DiplomaTeam2 RegressionTest","Tue Aug 19 16:49:16 UTC 2025","passed","Tue Aug 19 16:49:19 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLoginWithNegativeValue"
"Проверка изменения авто дома","676","Проверка изменения дома","DiplomaTeam2 RegressionTest","Tue Aug 19 16:49:18 UTC 2025","passed","Tue Aug 19 16:49:19 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","updateHouse"
"Проверка получения токена для авторизации","409","Проверка получения токена для авторизации","DiplomaTeam2 RegressionTest","Tue Aug 19 16:49:09 UTC 2025","passed","Tue Aug 19 16:49:10 UTC 2025","tests.api.AuthorizationTest","API Tests","tests.api.AuthorizationTest","authorization"
"Проверка сообщения, что авто не создан","2856","Негативный тест. Проверка сообщения, что авто не создан","DiplomaTeam2 RegressionTest","Tue Aug 19 16:51:09 UTC 2025","broken","Tue Aug 19 16:51:12 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","createCarNotAllFieldCheck"
"Проверка пользователя в БД","1950","Проверка записи в БД при создании пользователя","DiplomaTeam2 RegressionTest","Tue Aug 19 16:49:21 UTC 2025","passed","Tue Aug 19 16:49:23 UTC 2025","tests.jdbc.UserTest","JDBC Tests","tests.jdbc.UserTest","checkCreateUserInDateBase"
"Проверка получения пользователя","303","getUser","DiplomaTeam2 RegressionTest","Tue Aug 19 16:49:12 UTC 2025","passed","Tue Aug 19 16:49:12 UTC 2025","tests.api.GetUserTest","API Tests","tests.api.GetUserTest","getUser"
"Проверка добавление денег пользователю","2881","checkAddNewMoneyByUser","DiplomaTeam2 RegressionTest","Tue Aug 19 16:49:34 UTC 2025","broken","Tue Aug 19 16:49:37 UTC 2025","tests.ui.AddMoneyUserTest","UI Tests","tests.ui.AddMoneyUserTest","checkAddNewMoneyByUser"
"Проверка, что созданный пользователь находится в таблице","2944","checkIfUserIsInTable","DiplomaTeam2 RegressionTest","Tue Aug 19 16:50:26 UTC 2025","broken","Tue Aug 19 16:50:29 UTC 2025","tests.ui.ReadAllUsersTest","UI Tests","tests.ui.ReadAllUsersTest","checkIfUserIsInTable"
"Проверка, что пользователь не может войти в систему с некорректным паролем","2404","Проверка, что пользователь не может войти в систему с некорректным паролем","DiplomaTeam2 RegressionTest","Tue Aug 19 16:49:19 UTC 2025","passed","Tue Aug 19 16:49:22 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkPasswordField"
"Проверка получения дома","693","Проверка получения дома","DiplomaTeam2 RegressionTest","Tue Aug 19 16:49:16 UTC 2025","passed","Tue Aug 19 16:49:16 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","readHouse"
"Проверка сообщения, что дом не создан","4461","Негативный тест. Проверка сообщения, что дом не создан","DiplomaTeam2 RegressionTest","Tue Aug 19 16:51:26 UTC 2025","broken","Tue Aug 19 16:51:30 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouseNotAllFieldCheck"
"Проверка сообщения, что авто создан","2841","Позитивный тест Проверка сообщения, что авто создан","DiplomaTeam2 RegressionTest","Tue Aug 19 16:50:39 UTC 2025","broken","Tue Aug 19 16:50:42 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","createCar"
"Проверка удаления авто","3495","Проверка удаления авто","DiplomaTeam2 RegressionTest","Tue Aug 19 16:51:43 UTC 2025","broken","Tue Aug 19 16:51:47 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","deleteCar"
"Проверка добавления денег пользователю","686","addMoneyUser","DiplomaTeam2 RegressionTest","Tue Aug 19 16:49:10 UTC 2025","passed","Tue Aug 19 16:49:11 UTC 2025","tests.api.AddMoneyUserTest","API Tests","tests.api.AddMoneyUserTest","addMoneyUser"
"Проверка, что созданный авто находится в таблице","4465","Проверка, что созданный авто находится в таблице","DiplomaTeam2 RegressionTest","Tue Aug 19 16:52:15 UTC 2025","broken","Tue Aug 19 16:52:19 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","checkIdCarInTable"
"Проверка удаления авто","684","Проверка удаления авто","DiplomaTeam2 RegressionTest","Tue Aug 19 16:49:19 UTC 2025","passed","Tue Aug 19 16:49:20 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","deleteCar"
"Проверка, что пользователь может войти в систему, когда вводит валидные данные","2393","Проверка, что пользователь может войти в систему, когда вводит валидные данные","DiplomaTeam2 RegressionTest","Tue Aug 19 16:49:14 UTC 2025","passed","Tue Aug 19 16:49:16 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLogin"
"Создание пользователя API","668","createUser","DiplomaTeam2 RegressionTest","Tue Aug 19 16:49:11 UTC 2025","passed","Tue Aug 19 16:49:12 UTC 2025","tests.api.CreateUserTest","API Tests","tests.api.CreateUserTest","createUser"
"Проверка, что пользователь не может войти в систему с некорректным email","3801","Проверка, что пользователь не может войти в систему с некорректным email","DiplomaTeam2 RegressionTest","Tue Aug 19 16:49:09 UTC 2025","passed","Tue Aug 19 16:49:13 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkEmailField"
"Проверка создания дома","691","Проверка создания дома","DiplomaTeam2 RegressionTest","Tue Aug 19 16:49:14 UTC 2025","passed","Tue Aug 19 16:49:14 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","createHouse"
"Проверка, что авто у пользователя удален","3250","Позитивный тест Продажа авто","DiplomaTeam2 RegressionTest","Tue Aug 19 16:52:46 UTC 2025","broken","Tue Aug 19 16:52:50 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","checkSellCarInReadUser"
"Проверка удаления дома","665","Проверка удаления дома","DiplomaTeam2 RegressionTest","Tue Aug 19 16:49:20 UTC 2025","passed","Tue Aug 19 16:49:21 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","deleteHouse"
"Проверка удаления пользователя код 204 и отсутствие в таблице","2888","checkStatusCode204","DiplomaTeam2 RegressionTest","Tue Aug 19 16:49:47 UTC 2025","broken","Tue Aug 19 16:49:50 UTC 2025","tests.ui.AllDeleteUserTest","UI Tests","tests.ui.AllDeleteUserTest","checkStatusCode204"
"Проверка создания авто","684","Проверка создания авто","DiplomaTeam2 RegressionTest","Tue Aug 19 16:49:13 UTC 2025","passed","Tue Aug 19 16:49:13 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","createCar"
"Проверка, что пользователь может купить авто","2918","Проверка, что пользователь может купить авто","DiplomaTeam2 RegressionTest","Tue Aug 19 16:50:00 UTC 2025","broken","Tue Aug 19 16:50:03 UTC 2025","tests.ui.BuyCarTest","UI Tests","tests.ui.BuyCarTest","checkUserWithCar"
"Проверка авто в БД","1662","Проверка создания авто","DiplomaTeam2 RegressionTest","Tue Aug 19 16:49:24 UTC 2025","passed","Tue Aug 19 16:49:25 UTC 2025","tests.jdbc.CarTest","JDBC Tests","tests.jdbc.CarTest","checkCreateCarInDateBase"
"Проверка, что созданный дом находится в таблице","3221","Проверка, что созданный дом находится в таблице","DiplomaTeam2 RegressionTest","Tue Aug 19 16:52:31 UTC 2025","broken","Tue Aug 19 16:52:34 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkIdHouseInTable"
"Проверка получения авто","674","Проверка получения авто","DiplomaTeam2 RegressionTest","Tue Aug 19 16:49:15 UTC 2025","passed","Tue Aug 19 16:49:15 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","readCar"
"Проверка удаления дома","3426","Проверка удаления дома","DiplomaTeam2 RegressionTest","Tue Aug 19 16:52:00 UTC 2025","broken","Tue Aug 19 16:52:03 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","deleteHouse"
"Проверка создания дома","1644","Проверка создания дома","DiplomaTeam2 RegressionTest","Tue Aug 19 16:49:26 UTC 2025","passed","Tue Aug 19 16:49:27 UTC 2025","tests.jdbc.HouseTest","JDBC Tests","tests.jdbc.HouseTest","checkCreateHouseInDateBase"
