"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка, что созданный авто находится в таблице","24836","Проверка, что созданный авто находится в таблице","DiplomaTeam2 RegressionTest","Tue Aug 19 19:46:03 UTC 2025","broken","Tue Aug 19 19:46:28 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","checkIdCarInTable"
"Проверка сообщения, что авто не создан","4234","Негативный тест. Проверка сообщения, что авто не создан","DiplomaTeam2 RegressionTest","Tue Aug 19 19:44:25 UTC 2025","passed","Tue Aug 19 19:44:29 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","createCarNotAllFieldCheck"
"Проверка, что созданный дом находится в таблице","4267","Проверка, что созданный дом находится в таблице","DiplomaTeam2 RegressionTest","Tue Aug 19 19:46:42 UTC 2025","broken","Tue Aug 19 19:46:46 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkIdHouseInTable"
"Проверка, что пользователь не может войти в систему с некорректным email","2995","Проверка, что пользователь не может войти в систему с некорректным email","DiplomaTeam2 RegressionTest","Tue Aug 19 19:40:37 UTC 2025","passed","Tue Aug 19 19:40:40 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkEmailField"
"Проверка, что авто у пользователя удален","24651","Позитивный тест Продажа авто","DiplomaTeam2 RegressionTest","Tue Aug 19 19:50:01 UTC 2025","broken","Tue Aug 19 19:50:25 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","checkSellCarInReadUser"
"Проверка сообщения, что дом не создан","4286","Негативный тест. Проверка сообщения, что дом не создан","DiplomaTeam2 RegressionTest","Tue Aug 19 19:44:43 UTC 2025","broken","Tue Aug 19 19:44:47 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouseNotAllFieldCheck"
"Проверка, что пользователь не может войти в магазин, когда вводит невалидные данные","3818","Проверка, что пользователь не может войти в систему, когда вводит невалидные данные","DiplomaTeam2 RegressionTest","Tue Aug 19 19:40:44 UTC 2025","passed","Tue Aug 19 19:40:48 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLoginWithNegativeValue"
"Проверка создания пользователя статус кода 201","4283","Проверка создания пользователя статус кода 201","DiplomaTeam2 RegressionTest","Tue Aug 19 19:42:03 UTC 2025","broken","Tue Aug 19 19:42:07 UTC 2025","tests.ui.CreateUserTest","UI Tests","tests.ui.CreateUserTest","checkStatusCode201"
"Проверка, что созданный пользователь находится в таблице","4295","Проверка, что созданный пользователь находится в таблице","DiplomaTeam2 RegressionTest","Tue Aug 19 19:42:21 UTC 2025","broken","Tue Aug 19 19:42:26 UTC 2025","tests.ui.ReadAllUsersTest","UI Tests","tests.ui.ReadAllUsersTest","checkIfUserIsInTable"
"Проверка, что пользователь может войти в систему, когда вводит валидные данные","3437","Проверка, что пользователь может войти в систему, когда вводит валидные данные","DiplomaTeam2 RegressionTest","Tue Aug 19 19:40:40 UTC 2025","passed","Tue Aug 19 19:40:44 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLogin"
"Проверка удаления авто","24630","Проверка удаления авто","DiplomaTeam2 RegressionTest","Tue Aug 19 19:48:02 UTC 2025","broken","Tue Aug 19 19:48:27 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","deleteCar"
"Проверка удаления дома","4282","Проверка удаления дома","DiplomaTeam2 RegressionTest","Tue Aug 19 19:48:41 UTC 2025","broken","Tue Aug 19 19:48:45 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","deleteHouse"
"Проверка удаления пользователя код 204 и отсутствие в таблице","4320","Проверка удаления пользователя код 204 и отсутствие в таблице","DiplomaTeam2 RegressionTest","Tue Aug 19 19:41:25 UTC 2025","broken","Tue Aug 19 19:41:30 UTC 2025","tests.ui.AllDeleteUserTest","UI Tests","tests.ui.AllDeleteUserTest","checkStatusCode204"
"Проверка сообщения, что дом создан","4309","Позитивный тест Проверка сообщения, что дом создан","DiplomaTeam2 RegressionTest","Tue Aug 19 19:44:20 UTC 2025","broken","Tue Aug 19 19:44:24 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouse"
"Проверка, что пользователь не может войти в систему с некорректным паролем","3599","Проверка, что пользователь не может войти в систему с некорректным паролем","DiplomaTeam2 RegressionTest","Tue Aug 19 19:40:48 UTC 2025","passed","Tue Aug 19 19:40:52 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkPasswordField"
"Проверка добавление денег пользователю","4313","Проверка добавление денег пользователю","DiplomaTeam2 RegressionTest","Tue Aug 19 19:41:07 UTC 2025","broken","Tue Aug 19 19:41:11 UTC 2025","tests.ui.AddMoneyUserTest","UI Tests","tests.ui.AddMoneyUserTest","checkAddNewMoneyByUser"
"Проверка, что пользователь может купить авто","4288","Проверка, что пользователь может купить авто","DiplomaTeam2 RegressionTest","Tue Aug 19 19:41:44 UTC 2025","broken","Tue Aug 19 19:41:48 UTC 2025","tests.ui.BuyCarTest","UI Tests","tests.ui.BuyCarTest","checkUserWithCar"
"Проверка сообщения, что авто создан","24650","Позитивный тест Проверка сообщения, что авто создан","DiplomaTeam2 RegressionTest","Tue Aug 19 19:43:41 UTC 2025","broken","Tue Aug 19 19:44:06 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","createCar"
