"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка получения дома","613","Проверка получения дома","DiplomaTeam2 RegressionTest","Mon Aug 18 20:21:21 UTC 2025","passed","Mon Aug 18 20:21:22 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","readHouse"
"Проверка добавление денег пользователю","2650","checkAddNewMoneyByUser","DiplomaTeam2 RegressionTest","Mon Aug 18 20:21:35 UTC 2025","broken","Mon Aug 18 20:21:38 UTC 2025","tests.ui.AddMoneyUserTest","UI Tests","tests.ui.AddMoneyUserTest","checkAddNewMoneyByUser"
"Проверка создания авто","621","Проверка создания авто","DiplomaTeam2 RegressionTest","Mon Aug 18 20:21:18 UTC 2025","passed","Mon Aug 18 20:21:19 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","createCar"
"Проверка создания пользователя статус кода 201","2685","checkStatusCode201","DiplomaTeam2 RegressionTest","Mon Aug 18 20:22:12 UTC 2025","broken","Mon Aug 18 20:22:15 UTC 2025","tests.ui.CreateUserTest","UI Tests","tests.ui.CreateUserTest","checkStatusCode201"
"Проверка сообщения, что авто создан","23150","Позитивный тест Проверка сообщения, что авто создан","DiplomaTeam2 RegressionTest","Mon Aug 18 20:23:38 UTC 2025","broken","Mon Aug 18 20:24:02 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","createCar"
"Проверка создания дома","1456","Проверка создания дома","DiplomaTeam2 RegressionTest","Mon Aug 18 20:21:28 UTC 2025","passed","Mon Aug 18 20:21:30 UTC 2025","tests.jdbc.HouseTest","JDBC Tests","tests.jdbc.HouseTest","checkCreateHouseInDateBase"
"Создание пользователя API","606","createUser","DiplomaTeam2 RegressionTest","Mon Aug 18 20:21:17 UTC 2025","passed","Mon Aug 18 20:21:17 UTC 2025","tests.api.CreateUserTest","API Tests","tests.api.CreateUserTest","createUser"
"Проверка пользователя в БД","1698","Проверка записи в БД при создании пользователя","DiplomaTeam2 RegressionTest","Mon Aug 18 20:21:24 UTC 2025","passed","Mon Aug 18 20:21:26 UTC 2025","tests.jdbc.UserTest","JDBC Tests","tests.jdbc.UserTest","checkCreateUserInDateBase"
"Проверка получения токена для авторизации","376","Проверка получения токена для авторизации","DiplomaTeam2 RegressionTest","Mon Aug 18 20:21:15 UTC 2025","passed","Mon Aug 18 20:21:15 UTC 2025","tests.api.AuthorizationTest","API Tests","tests.api.AuthorizationTest","authorization"
"Проверка удаления пользователя код 204 и отсутствие в таблице","2728","checkStatusCode204","DiplomaTeam2 RegressionTest","Mon Aug 18 20:21:48 UTC 2025","broken","Mon Aug 18 20:21:50 UTC 2025","tests.ui.AllDeleteUserTest","UI Tests","tests.ui.AllDeleteUserTest","checkStatusCode204"
"Проверка получения пользователя","277","getUser","DiplomaTeam2 RegressionTest","Mon Aug 18 20:21:17 UTC 2025","passed","Mon Aug 18 20:21:18 UTC 2025","tests.api.GetUserTest","API Tests","tests.api.GetUserTest","getUser"
"Проверка, что пользователь может войти в систему, когда вводит валидные данные","2232","Проверка, что пользователь может войти в систему, когда вводит валидные данные","DiplomaTeam2 RegressionTest","Mon Aug 18 20:21:18 UTC 2025","passed","Mon Aug 18 20:21:20 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLogin"
"Проверка добавления денег пользователю","615","addMoneyUser","DiplomaTeam2 RegressionTest","Mon Aug 18 20:21:16 UTC 2025","passed","Mon Aug 18 20:21:16 UTC 2025","tests.api.AddMoneyUserTest","API Tests","tests.api.AddMoneyUserTest","addMoneyUser"
"Проверка сообщения, что дом не создан","2679","Негативный тест. Проверка сообщения, что дом не создан","DiplomaTeam2 RegressionTest","Mon Aug 18 20:24:35 UTC 2025","broken","Mon Aug 18 20:24:38 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouseNotAllFieldCheck"
"Проверка, что пользователь не может войти в систему с некорректным паролем","2236","Проверка, что пользователь не может войти в систему с некорректным паролем","DiplomaTeam2 RegressionTest","Mon Aug 18 20:21:23 UTC 2025","passed","Mon Aug 18 20:21:25 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkPasswordField"
"Проверка удаления авто","618","Проверка удаления авто","DiplomaTeam2 RegressionTest","Mon Aug 18 20:21:23 UTC 2025","passed","Mon Aug 18 20:21:24 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","deleteCar"
"Проверка создания дома","621","Проверка создания дома","DiplomaTeam2 RegressionTest","Mon Aug 18 20:21:19 UTC 2025","passed","Mon Aug 18 20:21:20 UTC 2025","tests.api.HouseTest","API Tests","tests.api.HouseTest","createHouse"
"Проверка, что пользователь не может войти в магазин, когда вводит невалидные данные","2274","Проверка, что пользователь не может войти в систему, когда вводит невалидные данные","DiplomaTeam2 RegressionTest","Mon Aug 18 20:21:20 UTC 2025","passed","Mon Aug 18 20:21:23 UTC 2025","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLoginWithNegativeValue"
"Проверка изменения авто авто","687","Проверка изменения авто","DiplomaTeam2 RegressionTest","Mon Aug 18 20:21:22 UTC 2025","passed","Mon Aug 18 20:21:23 UTC 2025","tests.api.CarTest","API Tests","tests.api.CarTest","updateCar"
"Проверка сообщения, что дом создан","2632","Позитивный тест Проверка сообщения, что дом создан","DiplomaTeam2 RegressionTest","Mon Aug 18 20:24:11 UTC 2025","broken","Mon Aug 18 20:24:14 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","createHouse"
"Проверка, что созданный дом находится в таблице","2632","Проверка, что созданный дом находится в таблице","DiplomaTeam2 RegressionTest","Mon Aug 18 20:27:48 UTC 2025","broken","Mon Aug 18 20:27:50 UTC 2025","tests.ui.HouseTest","UI Tests","tests.ui.HouseTest","checkIdHouseInTable"
"Проверка удаления авто","23143","Проверка удаления авто","DiplomaTeam2 RegressionTest","Mon Aug 18 20:25:49 UTC 2025","broken","Mon Aug 18 20:26:12 UTC 2025","tests.ui.CarTest","UI Tests","tests.ui.CarTest","deleteCar"
